,2021_CF1H_112,2021_CF1H_114,2021_CF1H_124,2021_CF1H_132,2021_CF1H_134,2021_CF1H_314,2021_CF1H_324,2021_CF1H_334,2021_CF2A_112,2021_CF2A_114,2021_CF2A_122,2021_CF2A_124,2021_CF2A_1312,2021_CF2A_1314,2021_CF2A_1322,2021_CF2A_1324,2021_CF2A_1332,2021_CF2A_1334,2021_CF2A_134,2021_CF2A_312,2021_CF2A_314,2021_CF2A_322,2021_CF2A_324,2021_CF2A_3312,2021_CF2A_3314,2021_CF2A_332,2021_CF2A_3324,2021_CF2A_3332,2021_CF2A_3334,2021_CF2A_334,2021_CF2E_111,2021_CF2E_112B,2021_CF2E_112P,2021_CF2E_311,2021_CF2E_312B,2021_CF2E_312P,2021_CF2H_112,2021_CF2H_132,2021_CF2H_314,2021_CF2H_324,2021_JF1H_414,2021_JF1H_424,2021_JF2A_112,2021_JF2A_114,2021_JF2A_122,2021_JF2A_124,2021_JF2A_1312,2021_JF2A_1314,2021_JF2A_132,2021_JF2A_1322,2021_JF2A_1324,2021_JF2A_1332,2021_JF2A_1334,2021_JF2A_134,2021_JF2E_111,2021_JF2E_112B,2021_JF2E_112P,2021_JF2H_114,2021_JF2H_122,2021_JF2H_124,2021_JF2H_412,2021_JF2H_414,2021_JF2H_422,2021_JF2H_424,2021_KF1H_112,2021_KF1H_114,2021_KF1H_122,2021_KF1H_124,2021_KF1H_212,2021_KF1H_213,2021_KF1H_224,2021_KF1H_234,2021_KF2A_212,2021_KF2A_214,2021_KF2A_222,2021_KF2A_224,2021_KF2A_2312,2021_KF2A_2314,2021_KF2A_2322,2021_KF2A_2324,2021_KF2A_2332,2021_KF2A_2334,2021_KF2A_234,2021_KF2A_242,2021_KF2E_211,2021_KF2E_212B,2021_KF2E_212P,2021_KF2H_112,2021_KF2H_212,2021_KF2H_213,2021_KF2H_222,2021_KF2H_224,Class
MCR-1,0,0,0,0,0,0,0,0,0.15577545070874946,0,0,0,0.5682680831178227,0,0.011234779511990034,0,0.06815340638929605,0,0,0,0,0.14193519142099298,0,0.05447275354582122,0,0.8541067881201817,0,0.08829677288696275,0,0,0,0,0,0,0,0.028536542232884304,0,0,0,0,0,0,0.1327430210815929,0,0,0,0.023184097359356344,0,0,0.10568727144424207,0,0.019101514512129165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.257835176942692,0,6.498305293123029,0,0.06176273002912053,0.017310164691811358,0.18724970987241077,0,0.04988494885478123,0.011102111183490495,0,4.179587362190282,0,0.0543895083866255,0.019589805113680553,0,0,0,0,0,peptide antibiotic
MCR-1.10,0,0,0,0,0,0,0,0,0,0,0,0,0.03278469710295129,0,0,0,0.011358901064882677,0,0,0,0,0.09462346094732867,0,0.010894550709164242,0,0.08007251138626703,0,0,0,0,0,0,0,0,0,0.009512180744294767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13031340707770786,0,0.2628527983735133,0,0,0,0.02080552331915676,0,0,0,0,0.13607958853642804,0,0,0,0,0,0,0,0,peptide antibiotic
MCR-2,0,0,0,0,0,0,0,0,2.6629494798668563,0,2.655659172279615,0,2.4835525253961848,0,0.7117378998274282,0,0.31982273853316506,0,0,0.8498538944156679,0,0.5233310558527443,0,0.3396143307498021,0,1.3956628812382057,0,0.6511203165431416,0,0,0.020218648323478066,0,0.009549045824292475,0,0.03145593692924183,0.3347827925524562,0,0,0,0,0,0,1.601798685616545,0,0.42296965061617053,0,0.16319363698862913,0,0.78350958398908,0.36606386398004626,0,0.16326824253536423,0,0,0,0.017935455360103547,0.009195474881153815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.21701659907823,0.0213308438788319,32.114700216149416,0,0.37264279121658966,0,1.8515562234874479,0,1.916231096696431,0,0,31.179606094035023,0,0.027346397804056125,0,0,0,0,0,0,peptide antibiotic
MCR-2.2,0,0,0,0,0,0,0,0,0.7832204352549579,0,0.7411141876129157,0,0.6373718870485784,0,0.37281509038579574,0,0.06853344397139251,0,0,0.31869521040587545,0,0.38060440425654135,0,0.15337421388700742,0,0.2952363787234666,0,0.19237645716047366,0,0,0,0,0.009549045824292475,0,0,0.07652178115484713,0,0,0,0,0,0,0.4004496714041362,0,0.14098988353872352,0,0.05828344178165327,0,0.26116986132969333,0.14170214089550176,0,0.06722809986750293,0,0,0,0.008967727680051774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.814083211728768,0,6.50517247176697,0,0.08694998461720424,0,0.3870484760962461,0,0.4915985536027493,0,0,6.998306571576822,0,0.009115465934685376,0,0,0,0,0,0,peptide antibiotic
MCR-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03887988243897944,0,0,0,0,0,0,0,0,peptide antibiotic
MCR-3.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011234779511990034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0438087997289189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,peptide antibiotic
MCR-3.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058411732971891867,0,0.012352546005824106,0,0.01040276165957838,0,0.009976989770956247,0,0,0.03887988243897944,0,0,0,0,0,0,0,0,peptide antibiotic
MCR-3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014629975711941436,0,0,0,0.010422026033022043,0,0.019990931355879,0,0,0.058427823331910766,0,0,0,0,0,0,0,0,peptide antibiotic
MCR-3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010427168248879919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17523519891567557,0,0.012352546005824106,0,0.031208284978735137,0,0.019953979541912494,0,0,0.03887988243897944,0,0,0,0,0,0,0,0,peptide antibiotic
MCR-4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031208284978735137,0,0,0,0,0,0,0,0,0,0,0,0,0,peptide antibiotic
MCR-5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02447885490531444,0,0.03092249482325222,0,0.029656876187293024,0,0,0,0,0,0,0,0,0,0,0,peptide antibiotic
MCR-6.1,0,0,0,0,0,0,0,0,0.5482543046784705,0,0.3087975781720482,0,0.6923177393803525,0,0.033892280944163244,0,0.03426672198569625,0,0,0.10623173680195849,0,0.04757555053206767,0,0,0,0.05367934158608483,0,0.08878913407406477,0,0,0.010109324161739033,0,0,0,0.02097062461949456,0.009565222644355892,0,0,0,0,0,0,0.5339328952055149,0,0.07049494176936176,0,0.23313376712661307,0,0.0870566204432311,0.188936187860669,0,0.2401003566696533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.255523891132931,0,9.163042036981015,0,0.08694998461720424,0,0.1987546228602345,0,0.24078296502991803,0,0,7.68249855483154,0,0,0,0,0,0,0,0,peptide antibiotic
MCR-7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13191406671620665,0,0,0,0.010441361888370878,0,0.07009807098814715,0,0,0.03902414916417046,0,0,0,0,0,0,0,0,peptide antibiotic
MCR-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4902933466936626,0,0,0,2.0291067241846386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,peptide antibiotic
MCR-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0837268723212473,0,0,0,0,0,0.0351648538732909,0,0,0,0,0,0.011635061847320763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8417672378494756,0,0.19619541714946187,0,0.3664279631005738,0,0.16117895372720026,0,1.012812103171977,0,0.7710787808696192,0,0,1.0536520274326018,0,0,0,0,0,0,0,0,peptide antibiotic
MIR-12,0,0,0,0,0,0,0,0,0,0,0,0,0.015517516301571872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014166801748260708,0,0,0,0,0,0,0,0,0,0,0,cephalosporin;monobactam
MIR-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044418094666488474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028333603496521417,0,0,0,0,0.02574341560556815,0,0,0,0,0,0,cephalosporin;monobactam
MIR-2,0.06844519824656448,0,0,0,0,0,0,0,0,0,0,0,0.046552548904715614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5236361261171466,0.18712464635800274,0,0,0.2155731680578735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6672477112313742,0,0.6161302642161325,0,0.12821288013323032,0,0,0,0,0,0,0,0,0,0,0,0.47357910631777617,0,0.9453680307119209,0,1.1758445451056387,0,0,0,0,0,0,0.4573707943330361,0.42670268887493273,0,0.17950762758316022,0,cephalosporin;monobactam
MIR-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014369372475429349,0,0.01658255138906719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19293963590724214,0,0.2954275095974752,0,0.32583644020999625,0,0,0,0,0,0,0,0,0,0,0,cephalosporin;monobactam
MIR-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01658255138906719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cephalosporin;monobactam
MIR-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01658255138906719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014327519831352754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cephalosporin;monobactam
MOX-2,0,0,0,0,0,0,0,0,0,0,0,0,0.046430683593446716,0,0.06364414362289643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cephalosporin;cephamycin;penam
MOX-5,0,0,0,0,0,0,0,0,0,0.02750506301143803,0,0,2.0684889745703625,0,3.8086782554485428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02687253150215911,0,0,0,0,0,0,0,0,0.1980484525948649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09203597027289812,0,0.3300339168437963,0,0.0348967487684117,0,0.10285968251912096,0,0.08455694202747775,0,0,0.1647573086121766,0,0,0,0,0,0,0,0,cephalosporin;cephamycin;penam
MOX-6,0,0,0,0,0,0,0,0,0,0.02750506301143803,0,0,2.3463457024977252,0,4.173676588262365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040308797253238667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1443898386191609,0,0.01744837438420585,0,0.07347120179937211,0,0.014092823671246292,0,0,0.13729775717681383,0,0,0,0,0,0,0,0,cephalosporin;cephamycin;penam
MOX-7,0,0,0,0,0,0,0,0,0,0,0,0,0.32416618258192303,0,0.9045610856690248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041254239605474544,0,0,0,0.014694240359874421,0,0.05637129468498517,0,0,0,0,0,0,0,0,0,0,0,cephalosporin;cephamycin;penam
MOX-8,0,0,0,0,0,0,0,0,0,0,0,0,0.385912122121337,0,0.4760847819310661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013436265751079556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041254239605474544,0,0.01744837438420585,0,0,0,0.014092823671246292,0,0,0.027459551435362762,0,0,0,0,0,0,0,0,cephalosporin;cephamycin;penam
MUS-1,0,0,0,0,0,0,0,0,0,0.04282292330642588,0,0.023341014841517436,0,0,0,0,0,0,0,0.2323279447132263,0,0.7283313955437677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09634374249327289,0,0,0,0,0,0,0,0,0.08550413170523528,0,0,0,0,0,0,0,0,0
MUS-2,0,0,0,0,0,0,0,0,0,0,0,0.023341014841517436,0,0,0,0,0,0,0,0,0,0.20809468444107648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021941266122306218,0,0,0,0,0,0,0,0,0,0,0,0
Mef(En2),0,31.837122885712404,22.986685125935434,0,4.22232433577822,18.266037227668505,15.124796438349508,9.649410543985354,0.8406435793858701,10.98103630362378,1.8229068006206302,12.199725642551858,0.04423072601669987,5.942523721673931,0.09094287854344053,3.3635899048117337,0.16857062403271025,1.8362540316214384,2.4598413133121952,1.1402029805377292,11.108510285411597,0.5744658745044181,10.605211219057553,0.13228321048109903,5.272201867977978,0,4.066574073044154,0.33751679976782895,3.8992268354830415,8.108887415312964,7.96155916763626,0.034969210642353366,0.17936013254007716,0,1.0550682087239487,0.6673233633379072,0,0,5.188024306714841,5.163702798817698,0.6617306417153455,7.896437534208161,0,0.7049524106836831,0.18915849711679117,0.8618080846220169,0,3.3311305767702493,0,0.03168568237812966,5.635588560131307,0,5.299943849631257,0.7173558738424132,0,0.15640969425008008,0.49348284150232,3.4852837615640135,0,10.005007037409461,0,8.347657168595283,0,9.522313072261767,0,24.304318422910985,0,34.46869421739624,0,31.76841474533262,9.418148707446559,34.48155248429679,4.790805051100593,0.8299347286721592,1.674603204932949,2.9292696150527737,1.5498594693043102,1.728167414643328,0.5894552379774071,1.6602361358160376,0.36342615856448374,4.4035790328650615,1.236276971055935,1.3375746089449916,0.06600763219605728,0.354662093548532,0.3303642321228549,0,0,7.787176928722121,0,4.816847018236765,macrolide antibiotic
MexA,0,0,0,0,0,0,0,0,0,0,0,0,0.06174593953941392,0,0.1269559418482843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013436265751079556,0,0.016922499468881805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027459551435362762,0.013821963713116956,0,0,0,0,0,0.019841138993090816,0,aminocoumarin antibiotic;carbapenem;cephalosporin;cephamycin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;macrolide antibiotic;monobactam;penam;penem;peptide antibiotic;phenicol antibiotic;sulfonamide antibiotic;tetracycline antibiotic
MexB,1.869810267586599,0.009149359075603748,0.04501811064225774,0,0.035445814963791296,0.04041883422200764,0.022963646032138227,0.03581568115242025,0,0.12085398623381374,0,0.005489378251446739,1.543043425502291,0.004649299591039253,0.6275580280368589,0.015854303104286944,0.005874919193213699,0.005677063673288394,0,0.05463926806831135,0,0.19576020027726504,0,0,0.011135970950909298,0,0.03128393951714216,0,0.060397086004546664,0.012385120525700316,0.08839376556717513,0.003351494614623255,0.0049114595157450786,0.4625659264963958,0.3020090719579985,0.1574329570222094,2.609556517436147,2.4909077946710023,0.047105715313811886,0.07704967509599381,0.06040107150319884,0,0,0,0,0.020649201836366413,0.01798651530317177,0,0,0.006073593993130972,0,0.00493973200337566,0.015589366020123993,0,0.1238119421283536,0.018449856565460245,0.004729603715163244,0.3154766757300561,0,0.13572022342407403,2.379781063778738,0.20969979808020453,2.6522624705914524,0.23973586919178624,2.6619494434544753,0.5224727053262472,0.012501097572072796,0.10995089006526966,0,0.25154364261943973,0.2565901856897696,0.2191863980318422,0.06739919046753343,0,0.08308035920548003,0.005700406264309606,0.1405544957565186,0.06267073966337439,0.2690197924393838,0.08557670716290718,0.24252860316071195,0.05167894775565509,0.02468466506300938,0.040218004587930935,0.060732070005244276,0.032819163202700896,0,2.1016588257909516,2.0871251160020203,0.1892542168646068,2.65171321753264,0.09484107526101498,aminocoumarin antibiotic;carbapenem;cephalosporin;cephamycin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;macrolide antibiotic;monobactam;penam;penem;peptide antibiotic;phenicol antibiotic;sulfonamide antibiotic;tetracycline antibiotic
MexC,0,0,0,0,0,0,0,0,0,0.013610386477236133,0,0,0.015276934653485485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11661184542933409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08077617751615478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014164225354216933,0,0.05642155096377674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,aminocoumarin antibiotic;aminoglycoside antibiotic;cephalosporin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;macrolide antibiotic;penam;phenicol antibiotic;tetracycline antibiotic
MexD,0,0,0,0,0,0,0,0,0,0.14140186756215797,0,0,0.06802117404677524,0,0.09906641147820938,0,0,0,0,0,0,0.02454040861577412,0,0,0,0,0,0,0,0,0.020858356276186384,0.010083403739873225,0.024627932183458063,0.00478243725094374,0.19470712254571937,0.26149833027916,0,0,0,0,0,0,0,0,0,0,0.018038250246517423,0,0,0,0,0.009907880489992213,0,0,0.012844972208773552,0.0046257310564408955,0.004743207560940319,0,0,0,0,0,0,0,0,0,0,0,0,0.23124489868802095,0,0.0471036102605068,0,0,0,0,0.03844330233452065,0,0.07014633053865267,0,0.07762538062445824,0,0,0.010083421092755455,0.005075562897530004,0.004701937366117672,0,0,0,0,0,0,aminocoumarin antibiotic;aminoglycoside antibiotic;cephalosporin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;macrolide antibiotic;penam;phenicol antibiotic;tetracycline antibiotic
MexE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04087752190321765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,diaminopyrimidine antibiotic;fluoroquinolone antibiotic;phenicol antibiotic
MexF,0,0,0,0,0,0,0,0,0,0,0,0,0.050103167041515954,0,0.08584767960433064,0,0,0,0,0.10763215517787886,0,1.51838579070989,0,0,0,0,0,0.007496634358419154,0,0,0,0.003301001287095974,0,0.09393751511740717,0.8180123309672156,0.1259871321556028,0,0,0,0,0,0,0.06762144482593387,0,0,0,0.005905177340589351,0,0,0.011964179504359691,0,0,0,0,0.02523033147599023,0.00454297315618442,0.05124182706842589,0,0,0,0,0,0,0,0,0,0,0,0,0.7897155814016383,0,0.025700494612737285,0,0,0.014877941401974341,0,0,0,0.005299335271028158,0,0.010164880350446949,0,0,0,0.059817085899703894,0,0,0,0,0,0.16457682993421557,0,diaminopyrimidine antibiotic;fluoroquinolone antibiotic;phenicol antibiotic
MuxA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02238681249151804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,aminocoumarin antibiotic;macrolide antibiotic;monobactam;tetracycline antibiotic
MuxB,0,0,0,0,0,0,0,0,0,0.03535046689053948,0,0,0.03967901819395223,0,0.04661948775445146,0.01589990512663868,0,0.0056933927154934425,0.010224107865960386,0,0,0.22086367754196704,0.004978465306640001,0,0.005584000774041766,0,0.01568696104263216,0,0,0,0.005214589069046596,0.003361134579957742,0,0.12912580577548105,0.07031090536373198,0.03453751531988906,0,0,0,0,0,0,0,0.01153325785619047,0,0.0207085955137481,0.006012750082172474,0.01080770223256409,0,0,0.014349025116117322,0,0.015634205999088876,0.011491678867481916,1.1046676099545214,0,0.009486415121880637,0,0,0,0,0,0,0,0,0,0,0,0,0.07883348818909808,0.055141761587076864,0.052337344733896445,0.033796525996663454,0.016504305858310017,0.02272345220838459,0.028584012236183353,0.01922165116726033,0,0,0,0.005175025374963883,0,0.004951133203433904,0,0.03045337738518002,0.01880774946447069,0,0,0,0,0,0,aminocoumarin antibiotic;macrolide antibiotic;monobactam;tetracycline antibiotic
MuxC,0,0,0,0,0,0,0,0,0,0.005084188770936663,0,0,0.011413462762353055,0,0.005866810536666611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005445075311432467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0061322194177750936,0,0,0,0,0.004310587520511845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0052099917626325576,0,0,0,0,0,0,0,0,0,0,0,aminocoumarin antibiotic;macrolide antibiotic;monobactam;tetracycline antibiotic
NPS-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023376983523025426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35561491839717385,0,0,0,0.2169653085632322,0.019792653010244115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017176033350962582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030385334170955295,0,0,0,0.021645746376276555,0,0,0,0,0,0.04072163155479842,0,0,0,0,0,0,0,cephalosporin;penam
Nocardia,11.13123905666333,3.7762050502821722,4.746379117544983,30.217734325622217,3.068421981479713,4.739003960979056,4.842236532571166,1.7179462167526434,12.982047221329271,2.7605307367594225,12.61010254766677,1.156284146589597,4.309476018185338,2.381361647846128,4.932503287586387,1.8220078029355242,4.315365773234816,2.7442495864143224,1.8537662563233508,11.705969455309804,3.019888506436663,10.947535417011588,2.9046046081209935,1.2782064434438742,2.43089045744656,11.072126430302282,2.384292078793003,2.8022574067592356,2.0976898994427704,2.7983337810159385,5.106496292018958,29.505497184373667,8.528415537471941,6.756661919968877,11.379288954455804,9.822742803741475,2.575370448157915,4.47891376003024,4.994160729713345,5.239194284900191,3.316652984796138,4.401952897892718,8.775890159664495,2.898599504579923,6.919424336012337,3.3551043496656576,13.341350676303778,2.1584478811149492,4.6755848266963635,16.82828772560808,1.66146151660778,12.197048528383297,1.880437090227765,3.4399925327920395,6.291276518792346,14.93063375280278,12.95970029222802,2.5558497636168247,32.694891416690304,3.8298128421327697,1.8824123118436349,3.4347188621345395,0.4545418838203788,3.4332382143292537,1.5554362919433309,4.226306093445231,2.340653009088415,3.000733722520639,8.790772100947692,3.354032492074247,4.712996628071365,3.175678741552406,3.5492460102399686,2.57271638448745,4.568782776548466,2.2937120083934013,5.285220714827567,1.8052624767749321,4.630177899558785,1.6610405719598949,5.118848292279042,1.829784613765062,3.2086325768615267,4.5706446995444905,10.432727808832624,17.45563089754907,11.742714181902144,7.751989885785522,4.147288889320143,0.9177531816762892,1.3471826026479186,1.476455747117972,0
OCH-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012685039707848084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4886595786575811,0,0,0,0,0,0,0,cephalosporin;cephamycin;monobactam;penam;penem
OCH-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08144326310959682,0,0,0,0,0,0,0,cephalosporin;cephamycin;monobactam;penam;penem
